PathID,PathName,SWCType,PrimaryPath,PathLength,PathLengthUnits,StartsOnPath,EndsOnPath,ConnectedPathIDs,ChildPathIDs,StartX,StartY,StartZ,EndX,EndY,EndZ,ApproximateFittedVolume
0,Fitted Path [0],soma,true,43.58853333572824,microns,,,"1,5,26","1,5,26",81.02792501449585,104.79533456909702,28.303896493415174,105.33038963362638,101.0892514592384,27.840595592827864,1345.4897551898507
1,Fitted Path [1],(basal) dendrite,false,70.93256766456935,microns,0,,"0,2,3,14,23,27","2,3,14,23,27",104.81023025558213,100.87116098312897,29.572295137291633,132.19741884441655,93.0601251985418,28.8180585247112,290.84989486306677
2,Fitted Path [2],(basal) dendrite,false,64.87421120573715,microns,1,,"1,24,25,31,35,51","24,25,31,35,51",134.36490145158888,100.88092088699341,28.764127548187613,155.13038635253906,108.03723335266113,21.0,481.61042563685646
3,Fitted Path [3],(basal) dendrite,false,29.35915612216835,microns,,1,"1,8,13,30","8,13,30",145.46863109476016,102.33387090179824,42.15053765911265,134.69155877129768,100.849887354415,28.36097417414332,142.0489892059119
5,Fitted Path [5],(basal) dendrite,false,22.153710246906446,microns,,0,0,,86.30472166730486,90.8536438057203,35.94254572780357,92.03705086242515,98.64404902923745,28.179937045652142,140.71573686062072
8,Fitted Path [8],undefined,false,37.34799832634251,microns,,3,"3,9,10,11","9,10,11",138.74012231826782,91.68023784829641,51.55774374811574,144.88418236202517,102.72771120071411,41.12769525755895,105.24499260973185
9,Fitted Path [9],undefined,false,10.978711631898836,microns,8,,8,,135.73908805847168,94.64800357818604,46.0,130.19871711730957,93.26291084289551,48.0,21.149333052368483
10,Fitted Path [10],undefined,false,8.94269395223316,microns,,8,8,,139.5319973300793,92.49604595823273,46.20921324083071,139.2327596037754,96.01762645993786,38.894270554701976,25.844879898268985
11,Fitted Path [11],undefined,false,47.919457765498194,microns,,8,"8,12,33,34","12,33,34",146.47684270120652,84.02895927429199,40.67531104954303,144.9171186383907,102.12124192095364,40.888349815098756,88.67798401272424
12,Fitted Path [12],undefined,false,3.332755368730119,microns,11,,11,,147.28152751922607,86.09701469971635,40.97127571228504,145.20388841629028,86.79914474487305,41.0,3.5231262597394206
13,Fitted Path [13],undefined,false,73.35849339631376,microns,,3,3,,153.8883509577168,121.4622274622533,27.647195905739668,142.19938389002178,103.01713975385107,33.590595884958724,222.8727712783138
